review_id,phase,round,role,domain,issue,decision,doc_anchor
"R-10092","中期评审","9092","技术经理","性能容量","MLOps 小样本 F1=0.8 不能代表课题完成态指标。","建立最小样本门槛、champion/challenger、漂移阈值、灰度和回滚机制。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-10093","中期评审","9093","销售经理","安全合规","当前 mTLS、JWT、RBAC、审计已有基础，但 Kafka TLS/SASL 和密钥生产化仍是缺口。","设计南北向和东西向安全边界，补生产安全加固门禁。","01_design/课题一产品与技术总体设计.md#62-p0-门禁"
"R-10094","中期评审","9094","项目经理","交付实施","课题一要求的多源异构数据融合需要映射到流量、资产、设备日志、用户行为四类可验收数据源。","在设计文档增加任务书指标追溯矩阵，并把每类数据源绑定到采集、处理、存储、页面和测试证据。","01_design/课题一产品与技术总体设计.md#3-req-t1-追溯矩阵"
"R-10095","中期评审","9095","全栈工程师","交付实施","试点验收需要证明部署稳定性、连续运行、应用价值和经济效益。","输出试点材料清单、演示脚本和第三方测试准备清单。","01_design/课题一产品与技术总体设计.md#7-试点与交付"
"R-10096","中期评审","9096","算法工程师","测试验收","Probe 到 Web UI 的链路需要形成可复核流程。","固化 Probe -> Ingest -> Kafka -> Flink -> 存储 -> Go API -> Web UI -> Feedback -> MLOps 的流程走向。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-10097","中期评审","9097","实施工程师","测试验收","功能 E2E 已有 100 轮冒烟通过，但性能、模型泛化和故障演练需另行验收。","把现有 live smoke 作为功能回归证据，把专项项列入门禁。","01_design/课题一产品与技术总体设计.md#6-验收设计"
"R-10098","中期评审","9098","测试工程师","性能容量","10 x 100Gbps、512Mpps 和 P95 <= 60s 缺专项压测报告。","把它标成验收待闭环，定义流量模型、时间戳口径、采样点、丢包率和资源水位。","01_design/课题一产品与技术总体设计.md#62-p0-门禁"
"R-10099","中期评审","9099","UI工程师","检测质量","多源数据缺失、迟到、解析失败和 DLQ 会影响告警可信度。","定义数据质量指标、DLQ 处理、重放幂等和页面解释策略。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-10100","中期评审","9100","产品经理","性能容量","相对 SIEM、IDS、NDR、抓包平台的差异化需要讲成客户语言。","采用“看得见、判得准、查得到、改得动、验得过”的价值链表达。","01_design/课题一产品与技术总体设计.md#8-竞争力设计"
"R-10101","中期评审","9101","技术经理","安全合规","全流量能力容易被误解为永久全包留存。","明确产品口径为 Flow/Session/Feature 实时分析加策略化 PCAP 索引、裁剪、留存和下载。","01_design/课题一产品与技术总体设计.md#2-任务书边界"
"R-10102","中期评审","9102","销售经理","用户体验","页面已经丰富，但操作路径必须服务于研判闭环而不是菜单堆叠。","定义登录、态势、告警、证据、图谱、取证、反馈、治理、报表的 25 分钟演示路径。","01_design/课题一产品与技术总体设计.md#44-25-分钟演示主线"
"R-10103","中期评审","9103","项目经理","检测质量","准确率 95% 以上、误报率低于 5% 不能只用功能联调证明。","补充样本集、标签、混淆矩阵、公式、第三方测试和回归报告模板。","01_design/课题一产品与技术总体设计.md#63-检测质量门禁"
"R-10104","中期评审","9104","全栈工程师","测试验收","MLOps 小样本 F1=0.8 不能代表课题完成态指标。","建立最小样本门槛、champion/challenger、漂移阈值、灰度和回滚机制。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-10105","中期评审","9105","算法工程师","安全合规","当前 mTLS、JWT、RBAC、审计已有基础，但 Kafka TLS/SASL 和密钥生产化仍是缺口。","设计南北向和东西向安全边界，补生产安全加固门禁。","01_design/课题一产品与技术总体设计.md#62-p0-门禁"
"R-10106","中期评审","9106","实施工程师","端到端链路","课题一要求的多源异构数据融合需要映射到流量、资产、设备日志、用户行为四类可验收数据源。","在设计文档增加任务书指标追溯矩阵，并把每类数据源绑定到采集、处理、存储、页面和测试证据。","01_design/课题一产品与技术总体设计.md#3-req-t1-追溯矩阵"
"R-10107","中期评审","9107","测试工程师","交付实施","试点验收需要证明部署稳定性、连续运行、应用价值和经济效益。","输出试点材料清单、演示脚本和第三方测试准备清单。","01_design/课题一产品与技术总体设计.md#7-试点与交付"
"R-10108","中期评审","9108","UI工程师","性能容量","Probe 到 Web UI 的链路需要形成可复核流程。","固化 Probe -> Ingest -> Kafka -> Flink -> 存储 -> Go API -> Web UI -> Feedback -> MLOps 的流程走向。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-10109","中期评审","9109","产品经理","测试验收","功能 E2E 已有 100 轮冒烟通过，但性能、模型泛化和故障演练需另行验收。","把现有 live smoke 作为功能回归证据，把专项项列入门禁。","01_design/课题一产品与技术总体设计.md#6-验收设计"
"R-10110","中期评审","9110","技术经理","性能容量","10 x 100Gbps、512Mpps 和 P95 <= 60s 缺专项压测报告。","把它标成验收待闭环，定义流量模型、时间戳口径、采样点、丢包率和资源水位。","01_design/课题一产品与技术总体设计.md#62-p0-门禁"
"R-10111","中期评审","9111","销售经理","用户体验","多源数据缺失、迟到、解析失败和 DLQ 会影响告警可信度。","定义数据质量指标、DLQ 处理、重放幂等和页面解释策略。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-10112","中期评审","9112","项目经理","测试验收","相对 SIEM、IDS、NDR、抓包平台的差异化需要讲成客户语言。","采用“看得见、判得准、查得到、改得动、验得过”的价值链表达。","01_design/课题一产品与技术总体设计.md#8-竞争力设计"
"R-10113","中期评审","9113","全栈工程师","进度与范围","全流量能力容易被误解为永久全包留存。","明确产品口径为 Flow/Session/Feature 实时分析加策略化 PCAP 索引、裁剪、留存和下载。","01_design/课题一产品与技术总体设计.md#2-任务书边界"
"R-10114","中期评审","9114","算法工程师","用户体验","页面已经丰富，但操作路径必须服务于研判闭环而不是菜单堆叠。","定义登录、态势、告警、证据、图谱、取证、反馈、治理、报表的 25 分钟演示路径。","01_design/课题一产品与技术总体设计.md#44-25-分钟演示主线"
"R-10115","中期评审","9115","实施工程师","检测质量","准确率 95% 以上、误报率低于 5% 不能只用功能联调证明。","补充样本集、标签、混淆矩阵、公式、第三方测试和回归报告模板。","01_design/课题一产品与技术总体设计.md#63-检测质量门禁"
"R-10116","中期评审","9116","测试工程师","性能容量","MLOps 小样本 F1=0.8 不能代表课题完成态指标。","建立最小样本门槛、champion/challenger、漂移阈值、灰度和回滚机制。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-10117","中期评审","9117","UI工程师","安全合规","当前 mTLS、JWT、RBAC、审计已有基础，但 Kafka TLS/SASL 和密钥生产化仍是缺口。","设计南北向和东西向安全边界，补生产安全加固门禁。","01_design/课题一产品与技术总体设计.md#62-p0-门禁"
"R-10118","中期评审","9118","产品经理","交付实施","课题一要求的多源异构数据融合需要映射到流量、资产、设备日志、用户行为四类可验收数据源。","在设计文档增加任务书指标追溯矩阵，并把每类数据源绑定到采集、处理、存储、页面和测试证据。","01_design/课题一产品与技术总体设计.md#3-req-t1-追溯矩阵"
"R-10119","中期评审","9119","技术经理","交付实施","试点验收需要证明部署稳定性、连续运行、应用价值和经济效益。","输出试点材料清单、演示脚本和第三方测试准备清单。","01_design/课题一产品与技术总体设计.md#7-试点与交付"
"R-10120","中期评审","9120","销售经理","测试验收","Probe 到 Web UI 的链路需要形成可复核流程。","固化 Probe -> Ingest -> Kafka -> Flink -> 存储 -> Go API -> Web UI -> Feedback -> MLOps 的流程走向。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-10121","中期评审","9121","项目经理","测试验收","功能 E2E 已有 100 轮冒烟通过，但性能、模型泛化和故障演练需另行验收。","把现有 live smoke 作为功能回归证据，把专项项列入门禁。","01_design/课题一产品与技术总体设计.md#6-验收设计"
"R-10122","中期评审","9122","全栈工程师","性能容量","10 x 100Gbps、512Mpps 和 P95 <= 60s 缺专项压测报告。","把它标成验收待闭环，定义流量模型、时间戳口径、采样点、丢包率和资源水位。","01_design/课题一产品与技术总体设计.md#62-p0-门禁"
"R-10123","中期评审","9123","算法工程师","检测质量","多源数据缺失、迟到、解析失败和 DLQ 会影响告警可信度。","定义数据质量指标、DLQ 处理、重放幂等和页面解释策略。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-10124","中期评审","9124","实施工程师","性能容量","相对 SIEM、IDS、NDR、抓包平台的差异化需要讲成客户语言。","采用“看得见、判得准、查得到、改得动、验得过”的价值链表达。","01_design/课题一产品与技术总体设计.md#8-竞争力设计"
"R-10125","中期评审","9125","测试工程师","安全合规","全流量能力容易被误解为永久全包留存。","明确产品口径为 Flow/Session/Feature 实时分析加策略化 PCAP 索引、裁剪、留存和下载。","01_design/课题一产品与技术总体设计.md#2-任务书边界"
"R-10126","中期评审","9126","UI工程师","用户体验","页面已经丰富，但操作路径必须服务于研判闭环而不是菜单堆叠。","定义登录、态势、告警、证据、图谱、取证、反馈、治理、报表的 25 分钟演示路径。","01_design/课题一产品与技术总体设计.md#44-25-分钟演示主线"
"R-10127","中期评审","9127","产品经理","检测质量","准确率 95% 以上、误报率低于 5% 不能只用功能联调证明。","补充样本集、标签、混淆矩阵、公式、第三方测试和回归报告模板。","01_design/课题一产品与技术总体设计.md#63-检测质量门禁"
"R-10128","中期评审","9128","技术经理","测试验收","MLOps 小样本 F1=0.8 不能代表课题完成态指标。","建立最小样本门槛、champion/challenger、漂移阈值、灰度和回滚机制。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-10129","中期评审","9129","销售经理","安全合规","当前 mTLS、JWT、RBAC、审计已有基础，但 Kafka TLS/SASL 和密钥生产化仍是缺口。","设计南北向和东西向安全边界，补生产安全加固门禁。","01_design/课题一产品与技术总体设计.md#62-p0-门禁"
"R-10130","中期评审","9130","项目经理","端到端链路","课题一要求的多源异构数据融合需要映射到流量、资产、设备日志、用户行为四类可验收数据源。","在设计文档增加任务书指标追溯矩阵，并把每类数据源绑定到采集、处理、存储、页面和测试证据。","01_design/课题一产品与技术总体设计.md#3-req-t1-追溯矩阵"
"R-10131","中期评审","9131","全栈工程师","交付实施","试点验收需要证明部署稳定性、连续运行、应用价值和经济效益。","输出试点材料清单、演示脚本和第三方测试准备清单。","01_design/课题一产品与技术总体设计.md#7-试点与交付"
"R-10132","中期评审","9132","算法工程师","性能容量","Probe 到 Web UI 的链路需要形成可复核流程。","固化 Probe -> Ingest -> Kafka -> Flink -> 存储 -> Go API -> Web UI -> Feedback -> MLOps 的流程走向。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-10133","中期评审","9133","实施工程师","测试验收","功能 E2E 已有 100 轮冒烟通过，但性能、模型泛化和故障演练需另行验收。","把现有 live smoke 作为功能回归证据，把专项项列入门禁。","01_design/课题一产品与技术总体设计.md#6-验收设计"
"R-10134","中期评审","9134","测试工程师","性能容量","10 x 100Gbps、512Mpps 和 P95 <= 60s 缺专项压测报告。","把它标成验收待闭环，定义流量模型、时间戳口径、采样点、丢包率和资源水位。","01_design/课题一产品与技术总体设计.md#62-p0-门禁"
"R-10135","中期评审","9135","UI工程师","用户体验","多源数据缺失、迟到、解析失败和 DLQ 会影响告警可信度。","定义数据质量指标、DLQ 处理、重放幂等和页面解释策略。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-10136","中期评审","9136","产品经理","测试验收","相对 SIEM、IDS、NDR、抓包平台的差异化需要讲成客户语言。","采用“看得见、判得准、查得到、改得动、验得过”的价值链表达。","01_design/课题一产品与技术总体设计.md#8-竞争力设计"
"R-10137","中期评审","9137","技术经理","进度与范围","全流量能力容易被误解为永久全包留存。","明确产品口径为 Flow/Session/Feature 实时分析加策略化 PCAP 索引、裁剪、留存和下载。","01_design/课题一产品与技术总体设计.md#2-任务书边界"
"R-10138","中期评审","9138","销售经理","用户体验","页面已经丰富，但操作路径必须服务于研判闭环而不是菜单堆叠。","定义登录、态势、告警、证据、图谱、取证、反馈、治理、报表的 25 分钟演示路径。","01_design/课题一产品与技术总体设计.md#44-25-分钟演示主线"
"R-10139","中期评审","9139","项目经理","检测质量","准确率 95% 以上、误报率低于 5% 不能只用功能联调证明。","补充样本集、标签、混淆矩阵、公式、第三方测试和回归报告模板。","01_design/课题一产品与技术总体设计.md#63-检测质量门禁"
"R-10140","中期评审","9140","全栈工程师","性能容量","MLOps 小样本 F1=0.8 不能代表课题完成态指标。","建立最小样本门槛、champion/challenger、漂移阈值、灰度和回滚机制。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-10141","中期评审","9141","算法工程师","安全合规","当前 mTLS、JWT、RBAC、审计已有基础，但 Kafka TLS/SASL 和密钥生产化仍是缺口。","设计南北向和东西向安全边界，补生产安全加固门禁。","01_design/课题一产品与技术总体设计.md#62-p0-门禁"
"R-10142","中期评审","9142","实施工程师","交付实施","课题一要求的多源异构数据融合需要映射到流量、资产、设备日志、用户行为四类可验收数据源。","在设计文档增加任务书指标追溯矩阵，并把每类数据源绑定到采集、处理、存储、页面和测试证据。","01_design/课题一产品与技术总体设计.md#3-req-t1-追溯矩阵"
"R-10143","中期评审","9143","测试工程师","交付实施","试点验收需要证明部署稳定性、连续运行、应用价值和经济效益。","输出试点材料清单、演示脚本和第三方测试准备清单。","01_design/课题一产品与技术总体设计.md#7-试点与交付"
"R-10144","中期评审","9144","UI工程师","测试验收","Probe 到 Web UI 的链路需要形成可复核流程。","固化 Probe -> Ingest -> Kafka -> Flink -> 存储 -> Go API -> Web UI -> Feedback -> MLOps 的流程走向。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-10145","中期评审","9145","产品经理","测试验收","功能 E2E 已有 100 轮冒烟通过，但性能、模型泛化和故障演练需另行验收。","把现有 live smoke 作为功能回归证据，把专项项列入门禁。","01_design/课题一产品与技术总体设计.md#6-验收设计"
"R-10146","中期评审","9146","技术经理","性能容量","10 x 100Gbps、512Mpps 和 P95 <= 60s 缺专项压测报告。","把它标成验收待闭环，定义流量模型、时间戳口径、采样点、丢包率和资源水位。","01_design/课题一产品与技术总体设计.md#62-p0-门禁"
"R-10147","中期评审","9147","销售经理","检测质量","多源数据缺失、迟到、解析失败和 DLQ 会影响告警可信度。","定义数据质量指标、DLQ 处理、重放幂等和页面解释策略。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-10148","中期评审","9148","项目经理","性能容量","相对 SIEM、IDS、NDR、抓包平台的差异化需要讲成客户语言。","采用“看得见、判得准、查得到、改得动、验得过”的价值链表达。","01_design/课题一产品与技术总体设计.md#8-竞争力设计"
"R-10149","中期评审","9149","全栈工程师","安全合规","全流量能力容易被误解为永久全包留存。","明确产品口径为 Flow/Session/Feature 实时分析加策略化 PCAP 索引、裁剪、留存和下载。","01_design/课题一产品与技术总体设计.md#2-任务书边界"
"R-10150","中期评审","9150","算法工程师","用户体验","页面已经丰富，但操作路径必须服务于研判闭环而不是菜单堆叠。","定义登录、态势、告警、证据、图谱、取证、反馈、治理、报表的 25 分钟演示路径。","01_design/课题一产品与技术总体设计.md#44-25-分钟演示主线"
"R-10151","中期评审","9151","实施工程师","检测质量","准确率 95% 以上、误报率低于 5% 不能只用功能联调证明。","补充样本集、标签、混淆矩阵、公式、第三方测试和回归报告模板。","01_design/课题一产品与技术总体设计.md#63-检测质量门禁"
"R-10152","中期评审","9152","测试工程师","测试验收","MLOps 小样本 F1=0.8 不能代表课题完成态指标。","建立最小样本门槛、champion/challenger、漂移阈值、灰度和回滚机制。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-10153","中期评审","9153","UI工程师","安全合规","当前 mTLS、JWT、RBAC、审计已有基础，但 Kafka TLS/SASL 和密钥生产化仍是缺口。","设计南北向和东西向安全边界，补生产安全加固门禁。","01_design/课题一产品与技术总体设计.md#62-p0-门禁"
"R-10154","中期评审","9154","产品经理","端到端链路","课题一要求的多源异构数据融合需要映射到流量、资产、设备日志、用户行为四类可验收数据源。","在设计文档增加任务书指标追溯矩阵，并把每类数据源绑定到采集、处理、存储、页面和测试证据。","01_design/课题一产品与技术总体设计.md#3-req-t1-追溯矩阵"
"R-10155","中期评审","9155","技术经理","交付实施","试点验收需要证明部署稳定性、连续运行、应用价值和经济效益。","输出试点材料清单、演示脚本和第三方测试准备清单。","01_design/课题一产品与技术总体设计.md#7-试点与交付"
"R-10156","中期评审","9156","销售经理","性能容量","Probe 到 Web UI 的链路需要形成可复核流程。","固化 Probe -> Ingest -> Kafka -> Flink -> 存储 -> Go API -> Web UI -> Feedback -> MLOps 的流程走向。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-10157","中期评审","9157","项目经理","测试验收","功能 E2E 已有 100 轮冒烟通过，但性能、模型泛化和故障演练需另行验收。","把现有 live smoke 作为功能回归证据，把专项项列入门禁。","01_design/课题一产品与技术总体设计.md#6-验收设计"
"R-10158","中期评审","9158","全栈工程师","性能容量","10 x 100Gbps、512Mpps 和 P95 <= 60s 缺专项压测报告。","把它标成验收待闭环，定义流量模型、时间戳口径、采样点、丢包率和资源水位。","01_design/课题一产品与技术总体设计.md#62-p0-门禁"
"R-10159","中期评审","9159","算法工程师","用户体验","多源数据缺失、迟到、解析失败和 DLQ 会影响告警可信度。","定义数据质量指标、DLQ 处理、重放幂等和页面解释策略。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-10160","中期评审","9160","实施工程师","测试验收","相对 SIEM、IDS、NDR、抓包平台的差异化需要讲成客户语言。","采用“看得见、判得准、查得到、改得动、验得过”的价值链表达。","01_design/课题一产品与技术总体设计.md#8-竞争力设计"
"R-10161","中期评审","9161","测试工程师","进度与范围","全流量能力容易被误解为永久全包留存。","明确产品口径为 Flow/Session/Feature 实时分析加策略化 PCAP 索引、裁剪、留存和下载。","01_design/课题一产品与技术总体设计.md#2-任务书边界"
"R-10162","中期评审","9162","UI工程师","用户体验","页面已经丰富，但操作路径必须服务于研判闭环而不是菜单堆叠。","定义登录、态势、告警、证据、图谱、取证、反馈、治理、报表的 25 分钟演示路径。","01_design/课题一产品与技术总体设计.md#44-25-分钟演示主线"
"R-10163","中期评审","9163","产品经理","检测质量","准确率 95% 以上、误报率低于 5% 不能只用功能联调证明。","补充样本集、标签、混淆矩阵、公式、第三方测试和回归报告模板。","01_design/课题一产品与技术总体设计.md#63-检测质量门禁"
"R-10164","中期评审","9164","技术经理","性能容量","MLOps 小样本 F1=0.8 不能代表课题完成态指标。","建立最小样本门槛、champion/challenger、漂移阈值、灰度和回滚机制。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-10165","中期评审","9165","销售经理","安全合规","当前 mTLS、JWT、RBAC、审计已有基础，但 Kafka TLS/SASL 和密钥生产化仍是缺口。","设计南北向和东西向安全边界，补生产安全加固门禁。","01_design/课题一产品与技术总体设计.md#62-p0-门禁"
"R-10166","中期评审","9166","项目经理","交付实施","课题一要求的多源异构数据融合需要映射到流量、资产、设备日志、用户行为四类可验收数据源。","在设计文档增加任务书指标追溯矩阵，并把每类数据源绑定到采集、处理、存储、页面和测试证据。","01_design/课题一产品与技术总体设计.md#3-req-t1-追溯矩阵"
"R-10167","中期评审","9167","全栈工程师","交付实施","试点验收需要证明部署稳定性、连续运行、应用价值和经济效益。","输出试点材料清单、演示脚本和第三方测试准备清单。","01_design/课题一产品与技术总体设计.md#7-试点与交付"
"R-10168","中期评审","9168","算法工程师","测试验收","Probe 到 Web UI 的链路需要形成可复核流程。","固化 Probe -> Ingest -> Kafka -> Flink -> 存储 -> Go API -> Web UI -> Feedback -> MLOps 的流程走向。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-10169","中期评审","9169","实施工程师","测试验收","功能 E2E 已有 100 轮冒烟通过，但性能、模型泛化和故障演练需另行验收。","把现有 live smoke 作为功能回归证据，把专项项列入门禁。","01_design/课题一产品与技术总体设计.md#6-验收设计"
"R-10170","中期评审","9170","测试工程师","性能容量","10 x 100Gbps、512Mpps 和 P95 <= 60s 缺专项压测报告。","把它标成验收待闭环，定义流量模型、时间戳口径、采样点、丢包率和资源水位。","01_design/课题一产品与技术总体设计.md#62-p0-门禁"
"R-10171","中期评审","9171","UI工程师","检测质量","多源数据缺失、迟到、解析失败和 DLQ 会影响告警可信度。","定义数据质量指标、DLQ 处理、重放幂等和页面解释策略。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-10172","中期评审","9172","产品经理","性能容量","相对 SIEM、IDS、NDR、抓包平台的差异化需要讲成客户语言。","采用“看得见、判得准、查得到、改得动、验得过”的价值链表达。","01_design/课题一产品与技术总体设计.md#8-竞争力设计"
"R-10173","中期评审","9173","技术经理","安全合规","全流量能力容易被误解为永久全包留存。","明确产品口径为 Flow/Session/Feature 实时分析加策略化 PCAP 索引、裁剪、留存和下载。","01_design/课题一产品与技术总体设计.md#2-任务书边界"
"R-10174","中期评审","9174","销售经理","用户体验","页面已经丰富，但操作路径必须服务于研判闭环而不是菜单堆叠。","定义登录、态势、告警、证据、图谱、取证、反馈、治理、报表的 25 分钟演示路径。","01_design/课题一产品与技术总体设计.md#44-25-分钟演示主线"
"R-10175","中期评审","9175","项目经理","检测质量","准确率 95% 以上、误报率低于 5% 不能只用功能联调证明。","补充样本集、标签、混淆矩阵、公式、第三方测试和回归报告模板。","01_design/课题一产品与技术总体设计.md#63-检测质量门禁"
"R-10176","中期评审","9176","全栈工程师","测试验收","MLOps 小样本 F1=0.8 不能代表课题完成态指标。","建立最小样本门槛、champion/challenger、漂移阈值、灰度和回滚机制。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-10177","中期评审","9177","算法工程师","安全合规","当前 mTLS、JWT、RBAC、审计已有基础，但 Kafka TLS/SASL 和密钥生产化仍是缺口。","设计南北向和东西向安全边界，补生产安全加固门禁。","01_design/课题一产品与技术总体设计.md#62-p0-门禁"
"R-10178","中期评审","9178","实施工程师","端到端链路","课题一要求的多源异构数据融合需要映射到流量、资产、设备日志、用户行为四类可验收数据源。","在设计文档增加任务书指标追溯矩阵，并把每类数据源绑定到采集、处理、存储、页面和测试证据。","01_design/课题一产品与技术总体设计.md#3-req-t1-追溯矩阵"
"R-10179","中期评审","9179","测试工程师","交付实施","试点验收需要证明部署稳定性、连续运行、应用价值和经济效益。","输出试点材料清单、演示脚本和第三方测试准备清单。","01_design/课题一产品与技术总体设计.md#7-试点与交付"
"R-10180","中期评审","9180","UI工程师","性能容量","Probe 到 Web UI 的链路需要形成可复核流程。","固化 Probe -> Ingest -> Kafka -> Flink -> 存储 -> Go API -> Web UI -> Feedback -> MLOps 的流程走向。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-10181","中期评审","9181","产品经理","测试验收","功能 E2E 已有 100 轮冒烟通过，但性能、模型泛化和故障演练需另行验收。","把现有 live smoke 作为功能回归证据，把专项项列入门禁。","01_design/课题一产品与技术总体设计.md#6-验收设计"
"R-10182","中期评审","9182","技术经理","性能容量","10 x 100Gbps、512Mpps 和 P95 <= 60s 缺专项压测报告。","把它标成验收待闭环，定义流量模型、时间戳口径、采样点、丢包率和资源水位。","01_design/课题一产品与技术总体设计.md#62-p0-门禁"
"R-10183","中期评审","9183","销售经理","用户体验","多源数据缺失、迟到、解析失败和 DLQ 会影响告警可信度。","定义数据质量指标、DLQ 处理、重放幂等和页面解释策略。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-10184","中期评审","9184","项目经理","测试验收","相对 SIEM、IDS、NDR、抓包平台的差异化需要讲成客户语言。","采用“看得见、判得准、查得到、改得动、验得过”的价值链表达。","01_design/课题一产品与技术总体设计.md#8-竞争力设计"
"R-10185","中期评审","9185","全栈工程师","进度与范围","全流量能力容易被误解为永久全包留存。","明确产品口径为 Flow/Session/Feature 实时分析加策略化 PCAP 索引、裁剪、留存和下载。","01_design/课题一产品与技术总体设计.md#2-任务书边界"
"R-10186","中期评审","9186","算法工程师","用户体验","页面已经丰富，但操作路径必须服务于研判闭环而不是菜单堆叠。","定义登录、态势、告警、证据、图谱、取证、反馈、治理、报表的 25 分钟演示路径。","01_design/课题一产品与技术总体设计.md#44-25-分钟演示主线"
"R-10187","中期评审","9187","实施工程师","检测质量","准确率 95% 以上、误报率低于 5% 不能只用功能联调证明。","补充样本集、标签、混淆矩阵、公式、第三方测试和回归报告模板。","01_design/课题一产品与技术总体设计.md#63-检测质量门禁"
"R-10188","中期评审","9188","测试工程师","性能容量","MLOps 小样本 F1=0.8 不能代表课题完成态指标。","建立最小样本门槛、champion/challenger、漂移阈值、灰度和回滚机制。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-10189","中期评审","9189","UI工程师","安全合规","当前 mTLS、JWT、RBAC、审计已有基础，但 Kafka TLS/SASL 和密钥生产化仍是缺口。","设计南北向和东西向安全边界，补生产安全加固门禁。","01_design/课题一产品与技术总体设计.md#62-p0-门禁"
"R-10190","中期评审","9190","产品经理","交付实施","课题一要求的多源异构数据融合需要映射到流量、资产、设备日志、用户行为四类可验收数据源。","在设计文档增加任务书指标追溯矩阵，并把每类数据源绑定到采集、处理、存储、页面和测试证据。","01_design/课题一产品与技术总体设计.md#3-req-t1-追溯矩阵"
"R-10191","中期评审","9191","技术经理","交付实施","试点验收需要证明部署稳定性、连续运行、应用价值和经济效益。","输出试点材料清单、演示脚本和第三方测试准备清单。","01_design/课题一产品与技术总体设计.md#7-试点与交付"
"R-10192","中期评审","9192","销售经理","测试验收","Probe 到 Web UI 的链路需要形成可复核流程。","固化 Probe -> Ingest -> Kafka -> Flink -> 存储 -> Go API -> Web UI -> Feedback -> MLOps 的流程走向。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-10193","中期评审","9193","项目经理","测试验收","功能 E2E 已有 100 轮冒烟通过，但性能、模型泛化和故障演练需另行验收。","把现有 live smoke 作为功能回归证据，把专项项列入门禁。","01_design/课题一产品与技术总体设计.md#6-验收设计"
"R-10194","中期评审","9194","全栈工程师","性能容量","10 x 100Gbps、512Mpps 和 P95 <= 60s 缺专项压测报告。","把它标成验收待闭环，定义流量模型、时间戳口径、采样点、丢包率和资源水位。","01_design/课题一产品与技术总体设计.md#62-p0-门禁"
"R-10195","中期评审","9195","算法工程师","检测质量","多源数据缺失、迟到、解析失败和 DLQ 会影响告警可信度。","定义数据质量指标、DLQ 处理、重放幂等和页面解释策略。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-10196","中期评审","9196","实施工程师","性能容量","相对 SIEM、IDS、NDR、抓包平台的差异化需要讲成客户语言。","采用“看得见、判得准、查得到、改得动、验得过”的价值链表达。","01_design/课题一产品与技术总体设计.md#8-竞争力设计"
"R-10197","中期评审","9197","测试工程师","安全合规","全流量能力容易被误解为永久全包留存。","明确产品口径为 Flow/Session/Feature 实时分析加策略化 PCAP 索引、裁剪、留存和下载。","01_design/课题一产品与技术总体设计.md#2-任务书边界"
"R-10198","中期评审","9198","UI工程师","用户体验","页面已经丰富，但操作路径必须服务于研判闭环而不是菜单堆叠。","定义登录、态势、告警、证据、图谱、取证、反馈、治理、报表的 25 分钟演示路径。","01_design/课题一产品与技术总体设计.md#44-25-分钟演示主线"
"R-10199","中期评审","9199","产品经理","检测质量","准确率 95% 以上、误报率低于 5% 不能只用功能联调证明。","补充样本集、标签、混淆矩阵、公式、第三方测试和回归报告模板。","01_design/课题一产品与技术总体设计.md#63-检测质量门禁"
"R-10200","中期评审","9200","技术经理","测试验收","MLOps 小样本 F1=0.8 不能代表课题完成态指标。","建立最小样本门槛、champion/challenger、漂移阈值、灰度和回滚机制。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-10201","中期评审","9201","销售经理","安全合规","当前 mTLS、JWT、RBAC、审计已有基础，但 Kafka TLS/SASL 和密钥生产化仍是缺口。","设计南北向和东西向安全边界，补生产安全加固门禁。","01_design/课题一产品与技术总体设计.md#62-p0-门禁"
